ds,y,yhat,method,train_test,algorithm,DataProcessing
2017-01-03 22:00:00,32457.72152,33645.11316624845,Zone1,train,CatBoost,MaxAbsScaler
2017-01-03 23:00:00,27657.721520000003,31171.92269621994,Zone1,train,CatBoost,MaxAbsScaler
2017-01-04 00:00:00,23975.6962,26474.507372691307,Zone1,train,CatBoost,MaxAbsScaler
2017-01-04 01:00:00,22450.63291,23757.75224928179,Zone1,train,CatBoost,MaxAbsScaler
2017-01-04 02:00:00,21569.62025,22660.093834474734,Zone1,train,CatBoost,MaxAbsScaler
2017-01-04 03:00:00,21120.0,21944.27435840817,Zone1,train,CatBoost,MaxAbsScaler
2017-01-04 04:00:00,22869.87342,23728.75453833207,Zone1,train,CatBoost,MaxAbsScaler
2017-01-04 05:00:00,24716.96203,23804.65652977408,Zone1,train,CatBoost,MaxAbsScaler
2017-01-04 06:00:00,24972.1519,25264.171821315016,Zone1,train,CatBoost,MaxAbsScaler
2017-01-04 07:00:00,26472.91139,25943.406804880957,Zone1,train,CatBoost,MaxAbsScaler
2017-01-04 08:00:00,29122.02532,29042.358438116407,Zone1,train,CatBoost,MaxAbsScaler
2017-01-04 09:00:00,31266.835439999995,29883.391188248057,Zone1,train,CatBoost,MaxAbsScaler
2017-01-04 10:00:00,34444.55696,33383.84839174942,Zone1,train,CatBoost,MaxAbsScaler
2017-01-04 11:00:00,34444.55696,32065.67623112916,Zone1,train,CatBoost,MaxAbsScaler
2017-01-04 12:00:00,33855.18987,32996.01688889936,Zone1,train,CatBoost,MaxAbsScaler
2017-01-04 13:00:00,32706.835439999995,34458.80076653881,Zone1,train,CatBoost,MaxAbsScaler
2017-01-04 14:00:00,32591.39241,33638.02162677753,Zone1,train,CatBoost,MaxAbsScaler
2017-01-04 15:00:00,31752.911389999997,35065.42990545276,Zone1,train,CatBoost,MaxAbsScaler
2017-01-04 16:00:00,42179.24051,35916.319968077456,Zone1,train,CatBoost,MaxAbsScaler
2017-01-04 17:00:00,43485.56962,41967.20091457791,Zone1,train,CatBoost,MaxAbsScaler
2017-01-04 18:00:00,43388.35443,42576.62744218928,Zone1,train,CatBoost,MaxAbsScaler
2017-01-04 19:00:00,42774.68354,42484.656843745215,Zone1,train,CatBoost,MaxAbsScaler
2017-01-04 20:00:00,41456.20253,41165.248153670065,Zone1,train,CatBoost,MaxAbsScaler
2017-01-04 21:00:00,38357.46835,39849.44546024757,Zone1,train,CatBoost,MaxAbsScaler
2017-01-04 22:00:00,33302.27848,34995.64788777569,Zone1,train,CatBoost,MaxAbsScaler
2017-01-04 23:00:00,27663.797469999998,32416.736092007362,Zone1,train,CatBoost,MaxAbsScaler
2017-01-05 00:00:00,24121.51899,27997.43311906247,Zone1,train,CatBoost,MaxAbsScaler
2017-01-05 01:00:00,21994.93671,24052.7219664731,Zone1,train,CatBoost,MaxAbsScaler
2017-01-05 02:00:00,21356.96203,23196.242906395095,Zone1,train,CatBoost,MaxAbsScaler
2017-01-05 03:00:00,20949.87342,22163.984854192004,Zone1,train,CatBoost,MaxAbsScaler
2017-01-05 04:00:00,22402.02532,22256.199749334857,Zone1,train,CatBoost,MaxAbsScaler
2017-01-05 05:00:00,24613.67089,23059.323123466915,Zone1,train,CatBoost,MaxAbsScaler
2017-01-05 06:00:00,24771.64557,24039.616309202313,Zone1,train,CatBoost,MaxAbsScaler
2017-01-05 07:00:00,26223.797469999998,25169.820958724373,Zone1,train,CatBoost,MaxAbsScaler
2017-01-05 08:00:00,29474.43038,26902.991863176212,Zone1,train,CatBoost,MaxAbsScaler
2017-01-05 09:00:00,31904.81013,29188.717345624424,Zone1,train,CatBoost,MaxAbsScaler
2017-01-05 10:00:00,32907.34177,32929.94163571911,Zone1,train,CatBoost,MaxAbsScaler
2017-01-05 11:00:00,33770.12658,33555.87602196504,Zone1,train,CatBoost,MaxAbsScaler
2017-01-05 12:00:00,33903.79747,34234.82125508259,Zone1,train,CatBoost,MaxAbsScaler
2017-01-05 13:00:00,33022.78481,34342.35747412664,Zone1,train,CatBoost,MaxAbsScaler
2017-01-05 14:00:00,32208.607589999996,33868.64497166227,Zone1,train,CatBoost,MaxAbsScaler
2017-01-05 15:00:00,32117.468350000003,33229.292362026834,Zone1,train,CatBoost,MaxAbsScaler
2017-01-05 16:00:00,42580.25316,35647.91937805893,Zone1,train,CatBoost,MaxAbsScaler
2017-01-05 17:00:00,43831.89873,42866.46852475796,Zone1,train,CatBoost,MaxAbsScaler
2017-01-05 18:00:00,43819.74684,42719.432392200324,Zone1,train,CatBoost,MaxAbsScaler
2017-01-05 19:00:00,43187.8481,42949.03159852942,Zone1,train,CatBoost,MaxAbsScaler
2017-01-05 20:00:00,41924.05063,42319.39977373091,Zone1,train,CatBoost,MaxAbsScaler
2017-01-05 21:00:00,38321.01266,39250.74562555221,Zone1,train,CatBoost,MaxAbsScaler
2017-01-05 22:00:00,34177.21519,34923.09993144385,Zone1,train,CatBoost,MaxAbsScaler
2017-01-05 23:00:00,28623.79747,31843.693483048504,Zone1,train,CatBoost,MaxAbsScaler
2017-01-06 00:00:00,25045.06329,28943.734181059557,Zone1,train,CatBoost,MaxAbsScaler
2017-01-06 01:00:00,23052.1519,25067.778610141995,Zone1,train,CatBoost,MaxAbsScaler
2017-01-06 02:00:00,22013.16456,23410.73762839254,Zone1,train,CatBoost,MaxAbsScaler
2017-01-06 03:00:00,21727.59494,23549.000222022114,Zone1,train,CatBoost,MaxAbsScaler
2017-01-06 04:00:00,22815.18987,23582.091237386056,Zone1,train,CatBoost,MaxAbsScaler
2017-01-06 05:00:00,24236.96203,23253.642381702146,Zone1,train,CatBoost,MaxAbsScaler
2017-01-06 06:00:00,24054.68354,24246.834964952555,Zone1,train,CatBoost,MaxAbsScaler
2017-01-06 07:00:00,26327.08861,24305.899999892892,Zone1,train,CatBoost,MaxAbsScaler
2017-01-06 08:00:00,29456.20253,26530.70135749989,Zone1,train,CatBoost,MaxAbsScaler
2017-01-06 09:00:00,32682.531649999997,29586.144882799515,Zone1,train,CatBoost,MaxAbsScaler
2017-01-06 10:00:00,33454.17722,33132.41578610466,Zone1,train,CatBoost,MaxAbsScaler
2017-01-06 11:00:00,32943.79747,32918.455962223255,Zone1,train,CatBoost,MaxAbsScaler
2017-01-06 12:00:00,33022.78481,34054.16871143442,Zone1,train,CatBoost,MaxAbsScaler
2017-01-06 13:00:00,32530.63291,34342.98987847882,Zone1,train,CatBoost,MaxAbsScaler
2017-01-06 14:00:00,32056.708859999995,34673.50201550232,Zone1,train,CatBoost,MaxAbsScaler
2017-01-06 15:00:00,32348.354429999996,34353.27180460582,Zone1,train,CatBoost,MaxAbsScaler
2017-01-06 16:00:00,42379.74684,34021.44962905947,Zone1,train,CatBoost,MaxAbsScaler
2017-01-06 17:00:00,43175.6962,41296.78374930984,Zone1,train,CatBoost,MaxAbsScaler
2017-01-06 18:00:00,42404.05063,41770.19766995549,Zone1,train,CatBoost,MaxAbsScaler
2017-01-06 19:00:00,42130.63291,40751.405237892555,Zone1,train,CatBoost,MaxAbsScaler
2017-01-06 20:00:00,41334.68354,40537.26201454125,Zone1,train,CatBoost,MaxAbsScaler
2017-01-06 21:00:00,38090.12658,38616.216681352416,Zone1,train,CatBoost,MaxAbsScaler
2017-01-06 22:00:00,33551.39241,35554.106424324775,Zone1,train,CatBoost,MaxAbsScaler
2017-01-06 23:00:00,28927.59494,32789.864885357194,Zone1,train,CatBoost,MaxAbsScaler
2017-01-07 00:00:00,24923.5443,28320.19800285326,Zone1,train,CatBoost,MaxAbsScaler
2017-01-07 01:00:00,23027.8481,24384.404891943446,Zone1,train,CatBoost,MaxAbsScaler
2017-01-07 02:00:00,21946.32911,23517.05383675433,Zone1,train,CatBoost,MaxAbsScaler
2017-01-07 03:00:00,21794.43038,22973.626512059946,Zone1,train,CatBoost,MaxAbsScaler
2017-01-07 04:00:00,22961.01266,23361.160852408957,Zone1,train,CatBoost,MaxAbsScaler
2017-01-07 05:00:00,23969.62025,23755.173638791515,Zone1,train,CatBoost,MaxAbsScaler
2017-01-07 06:00:00,23501.77215,24757.0880504676,Zone1,train,CatBoost,MaxAbsScaler
2017-01-07 07:00:00,26096.20253,25009.267169249782,Zone1,train,CatBoost,MaxAbsScaler
2017-01-07 08:00:00,31649.62025,27185.49359531044,Zone1,train,CatBoost,MaxAbsScaler
2017-01-07 09:00:00,33302.27848,33485.956414060165,Zone1,train,CatBoost,MaxAbsScaler
2017-01-07 10:00:00,34128.60759,32753.536780115268,Zone1,train,CatBoost,MaxAbsScaler
2017-01-07 11:00:00,34456.70886,32956.11352177092,Zone1,train,CatBoost,MaxAbsScaler
2017-01-07 12:00:00,33648.60759,34100.93851561537,Zone1,train,CatBoost,MaxAbsScaler
2017-01-07 13:00:00,32761.518989999997,34145.56307737372,Zone1,train,CatBoost,MaxAbsScaler
2017-01-07 14:00:00,32099.240510000003,34846.857544943465,Zone1,train,CatBoost,MaxAbsScaler
2017-01-07 15:00:00,30999.49367,34336.85255122273,Zone1,train,CatBoost,MaxAbsScaler
2017-01-07 16:00:00,41006.58228,33514.13624541346,Zone1,train,CatBoost,MaxAbsScaler
2017-01-07 17:00:00,41687.08861,40320.77560980009,Zone1,train,CatBoost,MaxAbsScaler
2017-01-07 18:00:00,41480.50633,40641.172630620946,Zone1,train,CatBoost,MaxAbsScaler
2017-01-07 19:00:00,40951.89873,40327.72256843166,Zone1,train,CatBoost,MaxAbsScaler
2017-01-07 20:00:00,40265.31646,38754.67459818348,Zone1,train,CatBoost,MaxAbsScaler
2017-01-07 21:00:00,37549.36709,36962.48770187523,Zone1,train,CatBoost,MaxAbsScaler
2017-01-07 22:00:00,33812.65823,35285.759978682465,Zone1,train,CatBoost,MaxAbsScaler
2017-01-07 23:00:00,28332.1519,33098.4895562064,Zone1,train,CatBoost,MaxAbsScaler
2017-01-08 00:00:00,24631.89873,28518.46486711895,Zone1,train,CatBoost,MaxAbsScaler
2017-01-08 01:00:00,22183.29114,24682.925497649016,Zone1,train,CatBoost,MaxAbsScaler
2017-01-08 02:00:00,21247.59494,23195.476052095186,Zone1,train,CatBoost,MaxAbsScaler
2017-01-08 03:00:00,20749.36709,22050.589704082155,Zone1,train,CatBoost,MaxAbsScaler
2017-01-08 04:00:00,21849.11392,22077.62304028227,Zone1,train,CatBoost,MaxAbsScaler
2017-01-08 05:00:00,22882.02532,22711.062525774687,Zone1,train,CatBoost,MaxAbsScaler
2017-01-08 06:00:00,20785.82278,22959.188181257618,Zone1,train,CatBoost,MaxAbsScaler
2017-01-08 07:00:00,22316.96203,22201.675733176493,Zone1,train,CatBoost,MaxAbsScaler
2017-01-08 08:00:00,27293.164560000005,23288.810609346707,Zone1,train,CatBoost,MaxAbsScaler
2017-01-08 09:00:00,31449.11392,28334.47324372962,Zone1,train,CatBoost,MaxAbsScaler
2017-01-08 10:00:00,32743.291140000005,32648.01063243675,Zone1,train,CatBoost,MaxAbsScaler
2017-01-08 11:00:00,33338.73418,34281.590027968436,Zone1,train,CatBoost,MaxAbsScaler
2017-01-08 12:00:00,33496.70886,34316.54437164343,Zone1,train,CatBoost,MaxAbsScaler
2017-01-08 13:00:00,32743.291140000005,34338.99524602308,Zone1,train,CatBoost,MaxAbsScaler
2017-01-08 14:00:00,31880.50633,35268.63680977217,Zone1,train,CatBoost,MaxAbsScaler
2017-01-08 15:00:00,31181.772149999997,34963.28127869525,Zone1,train,CatBoost,MaxAbsScaler
2017-01-08 16:00:00,39256.70886,34956.896686649634,Zone1,train,CatBoost,MaxAbsScaler
2017-01-08 17:00:00,41079.49367,38192.38319690842,Zone1,train,CatBoost,MaxAbsScaler
2017-01-08 18:00:00,41796.4557,40217.27913219521,Zone1,train,CatBoost,MaxAbsScaler
2017-01-08 19:00:00,41419.74684,41481.38081187605,Zone1,train,CatBoost,MaxAbsScaler
2017-01-08 20:00:00,40830.37975,41003.83237558499,Zone1,train,CatBoost,MaxAbsScaler
2017-01-08 21:00:00,37361.01266,39829.18492074587,Zone1,train,CatBoost,MaxAbsScaler
2017-01-08 22:00:00,32664.303800000005,35630.55540303285,Zone1,train,CatBoost,MaxAbsScaler
2017-01-08 23:00:00,27268.86076,33917.17293634837,Zone1,train,CatBoost,MaxAbsScaler
2017-01-09 00:00:00,23763.03797,27345.20277747025,Zone1,train,CatBoost,MaxAbsScaler
2017-01-09 01:00:00,22086.07595,24081.923569772924,Zone1,train,CatBoost,MaxAbsScaler
2017-01-09 02:00:00,21095.6962,23156.437381587144,Zone1,train,CatBoost,MaxAbsScaler
2017-01-09 03:00:00,20615.6962,21797.406813720452,Zone1,train,CatBoost,MaxAbsScaler
2017-01-09 04:00:00,21162.53165,21937.395659537877,Zone1,train,CatBoost,MaxAbsScaler
2017-01-09 05:00:00,23331.64557,22023.9506467313,Zone1,train,CatBoost,MaxAbsScaler
2017-01-09 06:00:00,23471.39241,24293.009797900697,Zone1,train,CatBoost,MaxAbsScaler
2017-01-09 07:00:00,26223.797469999998,24463.56015179394,Zone1,train,CatBoost,MaxAbsScaler
2017-01-09 08:00:00,28872.911390000005,27056.385152064155,Zone1,train,CatBoost,MaxAbsScaler
2017-01-09 09:00:00,32518.48101,30148.836963815906,Zone1,train,CatBoost,MaxAbsScaler
2017-01-09 10:00:00,33964.55696,34732.5830767848,Zone1,train,CatBoost,MaxAbsScaler
2017-01-09 11:00:00,34025.31646,34780.843981966245,Zone1,train,CatBoost,MaxAbsScaler
2017-01-09 12:00:00,34535.6962,34887.31223264643,Zone1,train,CatBoost,MaxAbsScaler
2017-01-09 13:00:00,33259.74684,35330.653535142344,Zone1,train,CatBoost,MaxAbsScaler
2017-01-09 14:00:00,32324.050629999998,34935.67964685439,Zone1,train,CatBoost,MaxAbsScaler
2017-01-09 15:00:00,31552.405059999997,35478.75297113096,Zone1,train,CatBoost,MaxAbsScaler
2017-01-09 16:00:00,42853.67089,36408.906702148946,Zone1,train,CatBoost,MaxAbsScaler
2017-01-09 17:00:00,43752.91139,42456.45744351026,Zone1,train,CatBoost,MaxAbsScaler
2017-01-09 18:00:00,43218.22785,43291.753924043776,Zone1,train,CatBoost,MaxAbsScaler
2017-01-09 19:00:00,42592.40506,42612.187689538434,Zone1,train,CatBoost,MaxAbsScaler
2017-01-09 20:00:00,41796.4557,42097.16147005994,Zone1,train,CatBoost,MaxAbsScaler
2017-01-09 21:00:00,38521.51899,40889.214567168325,Zone1,train,CatBoost,MaxAbsScaler
2017-01-09 22:00:00,33539.24051,37109.27171814433,Zone1,train,CatBoost,MaxAbsScaler
2017-01-09 23:00:00,28386.835440000003,33644.74104237518,Zone1,train,CatBoost,MaxAbsScaler
2017-01-10 00:00:00,25051.13924,27351.575485121164,Zone1,train,CatBoost,MaxAbsScaler
2017-01-10 01:00:00,22906.32911,25173.992622695656,Zone1,train,CatBoost,MaxAbsScaler
2017-01-10 02:00:00,22383.79747,23453.614421556893,Zone1,train,CatBoost,MaxAbsScaler
2017-01-10 03:00:00,22049.62025,23029.463430384276,Zone1,train,CatBoost,MaxAbsScaler
2017-01-10 04:00:00,23526.07595,23175.75614634736,Zone1,train,CatBoost,MaxAbsScaler
2017-01-10 05:00:00,25421.77215,24115.932660257942,Zone1,train,CatBoost,MaxAbsScaler
2017-01-10 06:00:00,25124.05063,25019.470759153715,Zone1,train,CatBoost,MaxAbsScaler
2017-01-10 07:00:00,27080.506330000004,25015.25944019924,Zone1,train,CatBoost,MaxAbsScaler
2017-01-10 08:00:00,30227.8481,28314.934467286388,Zone1,train,CatBoost,MaxAbsScaler
2017-01-10 09:00:00,33399.49367,30127.678858124105,Zone1,train,CatBoost,MaxAbsScaler
2017-01-10 10:00:00,34827.34177,34002.510093665405,Zone1,train,CatBoost,MaxAbsScaler
2017-01-10 11:00:00,35775.18987,34579.68748357479,Zone1,train,CatBoost,MaxAbsScaler
2017-01-10 12:00:00,35386.32911,35369.28434655265,Zone1,train,CatBoost,MaxAbsScaler
2017-01-10 13:00:00,35131.13924,35772.42673831529,Zone1,train,CatBoost,MaxAbsScaler
2017-01-10 14:00:00,34237.97468,35236.262746931476,Zone1,train,CatBoost,MaxAbsScaler
2017-01-10 15:00:00,34207.59494,34914.658421824715,Zone1,train,CatBoost,MaxAbsScaler
2017-01-10 16:00:00,44056.70886,34820.44553311392,Zone1,train,CatBoost,MaxAbsScaler
2017-01-10 17:00:00,44627.8481,43418.54304292293,Zone1,train,CatBoost,MaxAbsScaler
2017-01-10 18:00:00,44014.17722,43066.161605299305,Zone1,train,CatBoost,MaxAbsScaler
2017-01-10 19:00:00,43758.98734,43395.02565800542,Zone1,train,CatBoost,MaxAbsScaler
2017-01-10 20:00:00,41960.50633,42242.61505735735,Zone1,train,CatBoost,MaxAbsScaler
2017-01-10 21:00:00,38995.44304,39469.37038084642,Zone1,train,CatBoost,MaxAbsScaler
2017-01-10 22:00:00,34699.74684,35279.71763126761,Zone1,train,CatBoost,MaxAbsScaler
2017-01-10 23:00:00,29115.949369999995,31511.2148763364,Zone1,train,CatBoost,MaxAbsScaler
2017-01-11 00:00:00,25689.11392,28517.201419526238,Zone1,train,CatBoost,MaxAbsScaler
2017-01-11 01:00:00,23617.21519,25652.148885526953,Zone1,train,CatBoost,MaxAbsScaler
2017-01-11 02:00:00,22693.67089,23958.218928853432,Zone1,train,CatBoost,MaxAbsScaler
2017-01-11 03:00:00,22201.51899,23470.214241355217,Zone1,train,CatBoost,MaxAbsScaler
2017-01-11 04:00:00,23246.58228,24124.399169534732,Zone1,train,CatBoost,MaxAbsScaler
2017-01-11 05:00:00,24565.06329,23643.919553386197,Zone1,train,CatBoost,MaxAbsScaler
2017-01-11 06:00:00,22474.93671,24317.944276204278,Zone1,train,CatBoost,MaxAbsScaler
2017-01-11 07:00:00,24656.20253,23556.225297912075,Zone1,train,CatBoost,MaxAbsScaler
2017-01-11 08:00:00,28423.29114,24858.431757594597,Zone1,train,CatBoost,MaxAbsScaler
2017-01-11 09:00:00,31898.734179999996,28502.418835815184,Zone1,train,CatBoost,MaxAbsScaler
2017-01-11 10:00:00,33697.21519,33372.42941385697,Zone1,train,CatBoost,MaxAbsScaler
2017-01-11 11:00:00,34061.77215,34663.53590035822,Zone1,train,CatBoost,MaxAbsScaler
2017-01-11 12:00:00,33964.55696,34754.27092317884,Zone1,train,CatBoost,MaxAbsScaler
2017-01-11 13:00:00,33800.50633,34545.500133847054,Zone1,train,CatBoost,MaxAbsScaler
2017-01-11 14:00:00,32816.20253,34201.234514397765,Zone1,train,CatBoost,MaxAbsScaler
2017-01-11 15:00:00,32081.01266,34105.80437628809,Zone1,train,CatBoost,MaxAbsScaler
2017-01-11 16:00:00,41644.55696,35833.05941293932,Zone1,train,CatBoost,MaxAbsScaler
2017-01-11 17:00:00,43740.75949,41371.35074941316,Zone1,train,CatBoost,MaxAbsScaler
2017-01-11 18:00:00,43522.02532,43081.66200383184,Zone1,train,CatBoost,MaxAbsScaler
2017-01-11 19:00:00,43856.20253,43212.67420685529,Zone1,train,CatBoost,MaxAbsScaler
2017-01-11 20:00:00,42282.53165,42753.74542903224,Zone1,train,CatBoost,MaxAbsScaler
2017-01-11 21:00:00,39159.49367,40154.86786705515,Zone1,train,CatBoost,MaxAbsScaler
2017-01-11 22:00:00,35052.1519,35917.73781006626,Zone1,train,CatBoost,MaxAbsScaler
2017-01-11 23:00:00,29243.544299999998,32735.431043137807,Zone1,train,CatBoost,MaxAbsScaler
2017-01-12 00:00:00,25616.20253,27651.260354991395,Zone1,train,CatBoost,MaxAbsScaler
2017-01-12 01:00:00,23659.74684,24626.349679144263,Zone1,train,CatBoost,MaxAbsScaler
2017-01-12 02:00:00,22456.70886,24234.488417934113,Zone1,train,CatBoost,MaxAbsScaler
2017-01-12 03:00:00,22140.75949,23058.57784190956,Zone1,train,CatBoost,MaxAbsScaler
2017-01-12 04:00:00,23374.17722,23575.08803484964,Zone1,train,CatBoost,MaxAbsScaler
2017-01-12 05:00:00,25446.07595,24708.70706485146,Zone1,train,CatBoost,MaxAbsScaler
2017-01-12 06:00:00,25245.56962,24796.726194980987,Zone1,train,CatBoost,MaxAbsScaler
2017-01-12 07:00:00,27572.658230000005,24973.20544249573,Zone1,train,CatBoost,MaxAbsScaler
2017-01-12 08:00:00,31783.29114,28384.940597055655,Zone1,train,CatBoost,MaxAbsScaler
2017-01-12 09:00:00,33484.55696,33386.47754470291,Zone1,train,CatBoost,MaxAbsScaler
2017-01-12 10:00:00,35914.93671,33834.90995451172,Zone1,train,CatBoost,MaxAbsScaler
2017-01-12 11:00:00,36838.48101,35483.08682924647,Zone1,train,CatBoost,MaxAbsScaler
2017-01-12 12:00:00,35823.79747,36795.66858512059,Zone1,train,CatBoost,MaxAbsScaler
